,3,5,7,9,11,13,15,17,19
3,0.8930553558590942,0.9259237958303379,0.9554277498202731,0.9227318475916606,0.9355571531272465,0.9183896477354422,0.9080086268871316,0.9086412652767792,0.9026312005751258
5,0.9340043134435658,0.9398130841121496,0.9324514737598848,0.944040258806614,0.941883537023724,0.9359022286125089,0.9354996405463696,0.9308986340762042,0.9258950395398993
7,0.9605751258087707,0.938375269590223,0.9303235082674336,0.9509130122214234,0.9418547807332855,0.9591373112868439,0.9541337167505393,0.9367936736161037,0.9456218547807331
9,0.9292020129403307,0.9463407620416966,0.9571243709561467,0.9658087706685837,0.9474910136592379,0.9493889288281812,0.9534148094895759,0.9530122214234364,0.9511143062544931
11,0.9541049604601006,0.9300647016534865,0.93078360891445,0.9453055355859095,0.9600862688713155,0.9633357296908699,0.9641696621135873,0.9503953989935298,0.9581883537023724
13,0.9162329259525522,0.9447591660675773,0.9521782890007188,0.9535298346513299,0.9627606038820993,0.9597124370956147,0.9558590941768511,0.9652624011502515,0.9555140186915889
15,0.9441840402588066,0.9562616822429908,0.9597699496764918,0.9568080517613229,0.959568655643422,0.9668439971243709,0.9633069734004314,0.9636808051761323,0.9613227893601725
17,0.9578145219266714,0.9493026599568657,0.9480086268871315,0.9592235801581597,0.9595974119338605,0.9692307692307691,0.967764198418404,0.9614378145219268,0.9646297627606039
19,0.9432925952552121,0.9452480230050323,0.9696333572969088,0.9604601006470166,0.9561466570812364,0.961667864845435,0.960862688713156,0.9681092739036664,0.967160316319195
